2 6 7 6 8.08273
2 3 5 5 2.97898
2 9 10 9 3.98318
2 5 7 5 4.47487
2 2 4 4 1.26729
2 11 12 12 5.24334
2 9 12 12 2.33319
2 4 11 4 2.49874
2 3 4 4 2.00959
2 4 5 4 259.96
2 5 6 6 1.58742
2 3 7 7 3.41477
2 4 9 4 1.6012
2 2 9 9 1.28415
2 8 10 8 1.67544
2 7 12 12 2.76365
2 4 7 4 2.98394
2 7 11 7 3.58753
2 1 6 6 3.87908
2 5 9 5 3.53545
2 2 7 7 2.22113
2 3 9 9 3.55931
2 4 10 4 2.05225
2 6 12 6 5.28502
2 5 11 5 2.02102
2 2 12 12 2.78311
2 1 4 1 5.52256
2 1 3 1 1.48916
2 3 6 6 1.61667
2 2 3 3 1.16289
2 8 9 8 3.18359
2 1 10 1 1.49131
2 7 10 7 1.94669
2 9 11 9 1.15959
2 3 12 12 4.9882
2 7 9 9 5.53597
2 2 11 11 2.39795
2 7 8 8 2.6008
2 5 12 5 5.61166
2 2 6 6 1.11084
2 1 11 1 2.97358
2 4 12 12 4.14584
2 1 2 1 1.57554
2 2 10 10 2.04369
2 5 10 5 2.8453
2 5 8 5 6.36663
2 3 8 8 3.16332
2 3 11 3 1.77583
2 6 10 6 1.05975
2 1 8 1 5.47638
2 6 9 6 1.00506
2 10 11 11 1.31979
2 8 11 8 1.71794
2 6 11 6 6.24391
2 1 7 1 2.06993
2 1 5 1 3.01405
2 3 10 3 1.27242
2 1 9 1 2.37657
2 2 5 5 1.46879
2 6 8 6 1.91689
2 4 8 8 2.86708
2 1 12 1 7.1711
2 4 6 6 1.61601
2 8 12 12 4.7619
2 10 12 12 1.31919
2 2 8 8 1.10127
2 2 1 1 0.85211
2 3 1 1 1.42078
2 4 1 1 1.85502
2 5 1 5 12.8553
2 6 1 6 1.38565
2 7 1 1 1.94094
2 3 2 3 1.15454
2 4 2 4 4.35908
2 5 2 5 1.06031
2 6 2 6 0.797238
2 7 2 7 0.591941
2 4 3 4 1.66739
2 5 3 5 3.52339
2 6 3 6 1.00974
2 7 3 3 1.69263
2 5 4 5 9.83563
2 6 4 6 0.830237
2 7 4 4 3.63957
2 6 5 6 1.75314
2 7 5 5 1.55008
2 7 6 6 1.98688
4 6 12 6 1.6275
4 1 3 1 1.80573
4 2 3 2 1.01654
4 7 11 7 1.00265
4 4 10 10 3.22933
4 2 4 2 1.3836
4 6 7 6 1.37924
4 1 10 10 5.11111
4 10 12 10 0.934287
4 1 12 1 1.54767
4 5 12 5 3.40052
4 1 11 1 1.37156
4 8 11 8 4.82357
4 10 11 10 1.46613
4 3 7 3 1.56237
4 8 12 8 4.6709
4 3 8 3 1.33552
4 6 8 6 0.837051
4 3 5 3 1.11042
4 5 8 5 3.10112
4 2 7 2 1.18815
4 5 6 6 2.95154
4 7 12 7 1.74841
4 2 8 2 0.681545
4 3 11 3 1.88078
4 5 11 5 0.832282
4 5 10 10 0.9377
4 9 11 9 1.52717
4 4 9 4 1.16537
4 3 10 10 1.30537
4 1 6 1 1.85621
4 4 7 4 2.43311
4 4 6 4 1.71465
4 4 8 4 1.41693
4 3 12 3 1.65087
4 2 5 2 0.723852
4 9 12 9 8.00163
4 1 9 1 0.597174
4 3 6 3 3.84789
4 9 10 10 1.04096
4 2 11 2 0.962337
4 3 9 3 1.47916
4 1 4 1 1.21534
4 6 11 6 0.99352
4 8 9 9 1.75693
4 4 11 4 1.73761
4 6 9 6 1.19934
4 8 10 10 0.858009
4 4 5 4 2.94679
4 3 4 3 1.1997
4 7 10 10 0.890545
4 6 10 10 1.49794
4 1 5 1 1.62472
4 11 12 12 3.44282
4 7 8 7 1.85256
4 1 7 1 2.03728
4 5 9 5 2.05489
4 1 8 1 1.15977
4 7 9 7 1.41256
4 1 2 2 3.1433
4 2 6 2 1.0371
4 2 10 10 3.79026
4 5 7 7 2.63409
4 2 9 2 1.24369
4 2 12 2 0.989193
4 4 12 4 1.97652
4 2 1 2 0.988822
4 3 1 3 3.0243
4 4 1 1 1.81037
4 5 1 1 0.813266
4 6 1 1 2.43141
4 7 1 1 1.257
4 3 2 2 1.18576
4 4 2 2 1.0372
4 5 2 2 0.646766
4 6 2 2 2.27146
4 7 2 2 1.42363
4 4 3 3 3.05769
4 5 3 3 2.17066
4 6 3 3 11.6785
4 7 3 3 1.82314
4 5 4 5 1.64124
4 6 4 6 2.46678
4 7 4 4 2.76295
4 6 5 6 5.19116
4 7 5 5 6.44281
4 7 6 6 3.62079
3 8 12 8 18.0161
3 1 11 1 1.98026
3 3 4 4 1.46382
3 1 10 10 1.32795
3 1 6 1 1.19802
3 2 11 2 1.65685
3 1 4 4 2.17766
3 4 11 4 1.22985
3 3 11 3 3.12737
3 2 5 5 7.42147
3 1 5 5 1.68826
3 1 8 8 3.63957
3 2 7 2 4.73727
3 10 11 10 3.50313
3 9 12 9 1.33406
3 2 4 2 4.48344
3 5 11 5 2.22725
3 7 12 7 5.61316
3 6 9 9 6.70365
3 2 6 2 3.29503
3 4 9 9 2.37471
3 9 10 10 3.23486
3 6 11 6 6.09224
3 3 12 12 6.36415
3 2 12 2 3.1848
3 5 8 5 2.86836
3 7 8 8 4.5646
3 3 6 3 6.6889
3 3 9 9 1.593
3 1 7 1 1.85248
3 7 9 9 2.14932
3 3 5 5 1.16222
3 2 8 2 1.28703
3 6 8 8 2.5024
3 5 12 5 1.3894
3 1 12 1 3.73664
3 4 8 4 1.99842
3 6 10 10 2.82523
3 11 12 12 2.29974
3 2 10 10 4.64227
3 5 6 5 1.4762
3 9 11 9 1.21252
3 7 10 10 1.35912
3 10 12 10 1.65986
3 4 7 4 1.17281
3 4 12 4 1.01685
3 8 10 10 1.33092
3 5 9 9 1.89641
3 6 12 6 3.15126
3 1 2 2 1.71625
3 2 3 2 1.65046
3 3 8 8 2.93159
3 5 7 5 1.55282
3 5 10 10 2.44553
3 8 9 9 1.43922
3 3 10 10 1.37668
3 1 9 9 2.13281
3 2 9 9 1.36241
3 4 6 4 1.73516
3 4 5 4 6.34836
3 1 3 1 1.60975
3 4 10 10 2.46052
3 8 11 8 1.51769
3 7 11 7 2.11577
3 6 7 6 15.9132
3 3 7 7 11.4807
3 2 1 2 5.36938
3 3 1 1 2.86172
3 4 1 4 5.1266
3 5 1 5 1.58111
3 6 1 1 22.1036
3 7 1 1 5.84886
3 3 2 2 4.67402
3 4 2 2 2.39433
3 5 2 2 1.94199
3 6 2 2 1.12364
3 7 2 2 0.905702
3 4 3 4 1.60048
3 5 3 5 1.37932
3 6 3 6 2.68735
3 7 3 7 1.77504
3 5 4 4 2.13114
3 6 4 4 0.840787
3 7 4 4 1.82612
3 6 5 5 1.47636
3 7 5 5 0.892491
3 7 6 6 3.26781
