2 4 6 6 2.30763
2 3 5 5 1.0345
2 8 10 10 1.18008
2 6 10 6 0.943637
2 1 4 4 0.917039
2 7 12 12 1.41112
2 10 11 10 0.909961
2 4 7 7 0.884681
2 6 7 7 0.875936
2 5 11 11 0.90832
2 4 12 12 0.906998
2 1 12 12 0.697782
2 2 4 2 0.952903
2 5 9 9 0.965301
2 3 7 7 0.857486
2 8 11 11 0.746239
2 4 10 4 1.03949
2 1 7 7 0.808962
2 5 7 7 0.715909
2 5 6 6 1.76215
2 1 10 10 0.766787
2 8 9 9 0.602967
2 5 8 8 0.677644
2 6 11 11 0.79772
2 5 10 10 1.2326
2 1 5 1 0.826027
2 2 11 11 0.620046
2 3 11 11 0.550183
2 2 6 2 1.0988
2 6 9 9 0.753684
2 4 11 11 0.750693
2 2 12 2 1.24326
2 1 6 6 0.708767
2 2 9 2 1.23535
2 2 8 8 0.716951
2 7 9 9 0.690974
2 9 12 12 0.650409
2 3 9 9 0.491148
2 2 5 2 0.850578
2 1 2 2 0.74733
2 3 12 12 0.5841
2 4 9 9 0.547519
2 1 3 3 0.560321
2 3 8 8 0.509015
2 3 10 10 0.779717
2 7 10 7 0.935186
2 1 8 8 0.460716
2 8 12 12 0.461347
2 9 10 10 0.462113
2 1 11 11 0.558832
2 6 12 12 0.53972
2 7 8 7 0.800883
2 11 12 12 0.523776
2 2 7 7 0.537825
2 4 5 4 0.855105
2 2 3 3 0.528046
2 1 9 9 4.06197
2 2 10 2 1.43105
2 9 11 11 0.448593
2 5 12 12 0.553355
2 7 11 11 0.477972
2 10 12 12 0.606113
2 6 8 8 0.472907
2 3 4 4 0.737036
2 3 6 6 0.446424
2 4 8 8 0.351799
2 2 1 1 0.500526
2 3 1 1 0.515326
2 4 1 1 0.569357
2 5 1 1 0.301525
2 6 1 1 0.308183
2 7 1 1 0.330945
2 3 2 3 0.792387
2 4 2 2 0.323743
2 5 2 2 0.362088
2 6 2 2 0.326369
2 7 2 2 0.316493
2 4 3 3 0.450656
2 5 3 3 0.34744
2 6 3 3 0.424093
2 7 3 3 0.698124
2 5 4 4 0.624976
2 6 4 4 0.507015
2 7 4 4 0.505701
2 6 5 6 0.91249
2 7 5 7 0.599241
2 7 6 7 0.586041
4 2 12 2 1.19432
4 4 9 4 2.25392
4 6 11 6 0.718852
4 2 11 2 0.51696
4 2 5 2 0.51496
4 6 9 6 0.929041
4 9 12 9 2.63107
4 1 10 10 1.14464
4 1 2 2 1.05407
4 3 8 3 0.67896
4 3 5 3 0.639026
4 2 4 2 0.56055
4 2 7 2 0.597198
4 5 6 6 2.68782
4 5 10 10 0.575548
4 9 10 10 0.531665
4 6 12 6 0.601088
4 8 9 9 2.61158
4 1 7 1 0.950796
4 4 10 10 0.787508
4 9 11 9 1.07076
4 1 8 1 0.727051
4 2 6 2 0.629109
4 7 11 7 0.719207
4 1 12 1 0.55731
4 4 12 4 0.530007
4 1 3 1 1.1275
4 4 6 4 0.813625
4 3 4 3 0.631561
4 1 9 1 0.513157
4 4 8 4 0.495154
4 5 11 5 1.10249
4 3 11 3 0.493266
4 4 11 4 0.828682
4 2 3 2 0.718773
4 6 10 10 1.32483
4 7 8 7 0.739157
4 6 8 6 0.496575
4 2 10 2 0.687212
4 1 5 1 0.486719
4 4 7 4 1.98994
4 1 11 1 0.513772
4 7 12 7 0.871746
4 2 9 2 0.463714
4 10 11 10 0.423865
4 2 8 2 0.394019
4 3 9 3 0.445314
4 7 10 7 0.510824
4 5 8 5 0.54954
4 1 6 1 0.506175
4 5 9 5 1.17688
4 8 12 8 1.83709
4 5 12 5 1.22256
4 10 12 10 0.44069
